dataset,node,n_neighbors,leaf_size,contamination,id,precision,recall,fscore
BGP_testbed_2,spine3,30,30,0.151,26189,0.5,1.0,0.5555555555555556
BGP_testbed_2,spine4,30,30,0.151,26190,0.3,1.0,0.3488372093023256
BGP_testbed_3,leaf1,30,30,0.151,26191,0.78,0.88,0.798139534883721
BGP_testbed_3,leaf2,30,30,0.151,26192,1.0,1.0,1.0
BGP_testbed_3,leaf3,30,30,0.151,26193,0.57,1.0,0.62363238512035
BGP_testbed_3,leaf5,30,30,0.151,26194,1.0,1.0,1.0
BGP_testbed_3,leaf6,30,30,0.151,26195,1.0,1.0,1.0
BGP_testbed_3,leaf7,30,30,0.151,26196,0.8,1.0,0.8333333333333334
BGP_testbed_3,leaf8,30,30,0.151,26197,0.89,1.0,0.9100204498977507
BGP_testbed_3,spine1,30,30,0.151,26198,0.62,1.0,0.670995670995671
BGP_testbed_3,spine2,30,30,0.151,26199,0.57,1.0,0.62363238512035
BGP_testbed_3,spine3,30,30,0.151,26200,0.62,1.0,0.670995670995671
BGP_testbed_3,spine4,30,30,0.151,26201,0.62,1.0,0.670995670995671
BGP_testbed_2,leaf1,30,30,0.156,26202,0.44,1.0,0.4954954954954955
BGP_testbed_2,leaf2,30,30,0.156,26203,0.47,1.0,0.5257270693512304
BGP_testbed_2,leaf3,30,30,0.156,26204,0.47,1.0,0.5257270693512304
BGP_testbed_2,leaf5,30,30,0.156,26205,0.54,1.0,0.5947136563876653
BGP_testbed_2,leaf6,30,30,0.156,26206,0.58,1.0,0.6331877729257641
BGP_testbed_2,leaf7,30,30,0.156,26207,0.64,1.0,0.6896551724137931
BGP_testbed_2,leaf8,30,30,0.156,26208,0.41,1.0,0.4648526077097505
BGP_testbed_2,spine1,30,30,0.156,26209,0.44,1.0,0.4954954954954955
BGP_testbed_2,spine2,30,30,0.156,26210,0.64,1.0,0.6896551724137931
BGP_testbed_2,spine3,30,30,0.156,26211,0.47,1.0,0.5257270693512304
BGP_testbed_2,spine4,30,30,0.156,26212,0.3,1.0,0.3488372093023256
BGP_testbed_3,leaf1,30,30,0.156,26213,0.73,1.0,0.7716701902748413
BGP_testbed_3,leaf2,30,30,0.156,26214,1.0,1.0,1.0
BGP_testbed_3,leaf3,30,30,0.156,26215,0.53,1.0,0.5849889624724063
BGP_testbed_3,leaf5,30,30,0.156,26216,1.0,1.0,1.0
BGP_testbed_3,leaf6,30,30,0.156,26217,1.0,1.0,1.0
BGP_testbed_3,leaf7,30,30,0.156,26218,0.73,1.0,0.7716701902748413
BGP_testbed_3,leaf8,30,30,0.156,26219,0.89,1.0,0.9100204498977507
BGP_testbed_3,spine1,30,30,0.156,26220,0.62,1.0,0.670995670995671
BGP_testbed_3,spine2,30,30,0.156,26221,0.53,1.0,0.5849889624724063
BGP_testbed_3,spine3,30,30,0.156,26222,0.62,1.0,0.670995670995671
BGP_testbed_3,spine4,30,30,0.156,26223,0.57,1.0,0.62363238512035
BGP_testbed_2,leaf1,30,30,0.161,26224,0.39,1.0,0.4441913439635536
BGP_testbed_2,leaf2,30,30,0.161,26225,0.47,1.0,0.5257270693512304
BGP_testbed_2,leaf3,30,30,0.161,26226,0.44,1.0,0.4954954954954955
BGP_testbed_2,leaf5,30,30,0.161,26227,0.47,1.0,0.5257270693512304
BGP_testbed_2,leaf6,30,30,0.161,26228,0.47,1.0,0.5257270693512304
BGP_testbed_2,leaf7,30,30,0.161,26229,0.64,1.0,0.6896551724137931
BGP_testbed_2,leaf8,30,30,0.161,26230,0.39,1.0,0.4441913439635536
BGP_testbed_2,spine1,30,30,0.161,26231,0.41,1.0,0.4648526077097505
BGP_testbed_2,spine2,30,30,0.161,26232,0.64,1.0,0.6896551724137931
BGP_testbed_2,spine3,30,30,0.161,26233,0.47,1.0,0.5257270693512304
BGP_testbed_2,spine4,30,30,0.161,26234,0.3,1.0,0.3488372093023256
BGP_testbed_3,leaf1,30,30,0.161,26235,0.62,1.0,0.670995670995671
BGP_testbed_3,leaf2,30,30,0.161,26236,1.0,1.0,1.0
BGP_testbed_3,leaf3,30,30,0.161,26237,0.5,1.0,0.5555555555555556
BGP_testbed_3,leaf5,30,30,0.161,26238,1.0,1.0,1.0
BGP_testbed_3,leaf6,30,30,0.161,26239,1.0,1.0,1.0
BGP_testbed_3,leaf7,30,30,0.161,26240,0.62,1.0,0.670995670995671
BGP_testbed_3,leaf8,30,30,0.161,26241,0.89,1.0,0.9100204498977507
BGP_testbed_3,spine1,30,30,0.161,26242,0.57,1.0,0.62363238512035
BGP_testbed_3,spine2,30,30,0.161,26243,0.53,1.0,0.5849889624724063
BGP_testbed_3,spine3,30,30,0.161,26244,0.62,1.0,0.670995670995671
BGP_testbed_3,spine4,30,30,0.161,26245,0.57,1.0,0.62363238512035
BGP_testbed_2,leaf1,30,30,0.166,26246,0.39,1.0,0.4441913439635536
BGP_testbed_2,leaf2,30,30,0.166,26247,0.47,1.0,0.5257270693512304
BGP_testbed_2,leaf3,30,30,0.166,26248,0.41,1.0,0.4648526077097505
BGP_testbed_2,leaf5,30,30,0.166,26249,0.41,1.0,0.4648526077097505
BGP_testbed_2,leaf6,30,30,0.166,26250,0.47,1.0,0.5257270693512304
BGP_testbed_2,leaf7,30,30,0.166,26251,0.47,1.0,0.5257270693512304
BGP_testbed_2,leaf8,30,30,0.166,26252,0.39,1.0,0.4441913439635536
BGP_testbed_2,spine1,30,30,0.166,26253,0.41,1.0,0.4648526077097505
BGP_testbed_2,spine2,30,30,0.166,26254,0.64,1.0,0.6896551724137931
BGP_testbed_2,spine3,30,30,0.166,26255,0.47,1.0,0.5257270693512304
BGP_testbed_2,spine4,30,30,0.166,26256,0.28,1.0,0.3271028037383178
BGP_testbed_3,leaf1,30,30,0.166,26257,0.53,1.0,0.5849889624724063
BGP_testbed_3,leaf2,30,30,0.166,26258,1.0,1.0,1.0
BGP_testbed_3,leaf3,30,30,0.166,26259,0.47,1.0,0.5257270693512304
BGP_testbed_3,leaf5,30,30,0.166,26260,1.0,1.0,1.0
BGP_testbed_3,leaf6,30,30,0.166,26261,1.0,1.0,1.0
BGP_testbed_3,leaf7,30,30,0.166,26262,0.57,1.0,0.62363238512035
BGP_testbed_3,leaf8,30,30,0.166,26263,0.8,1.0,0.8333333333333334
BGP_testbed_3,spine1,30,30,0.166,26264,0.5,1.0,0.5555555555555556
BGP_testbed_3,spine2,30,30,0.166,26265,0.5,1.0,0.5555555555555556
BGP_testbed_3,spine3,30,30,0.166,26266,0.62,1.0,0.670995670995671
BGP_testbed_3,spine4,30,30,0.166,26267,0.57,1.0,0.62363238512035
BGP_testbed_2,leaf1,30,30,0.171,26268,0.39,1.0,0.4441913439635536
BGP_testbed_2,leaf2,30,30,0.171,26269,0.44,1.0,0.4954954954954955
BGP_testbed_2,leaf3,30,30,0.171,26270,0.41,1.0,0.4648526077097505
BGP_testbed_2,leaf5,30,30,0.171,26271,0.37,1.0,0.4233409610983982
BGP_testbed_2,leaf6,30,30,0.171,26272,0.44,1.0,0.4954954954954955
BGP_testbed_2,leaf7,30,30,0.171,26273,0.47,1.0,0.5257270693512304
BGP_testbed_2,leaf8,30,30,0.171,26274,0.37,1.0,0.4233409610983982
BGP_testbed_2,spine1,30,30,0.171,26275,0.41,1.0,0.4648526077097505
BGP_testbed_2,spine2,30,30,0.171,26276,0.58,1.0,0.6331877729257641
BGP_testbed_2,spine3,30,30,0.171,26277,0.47,1.0,0.5257270693512304
BGP_testbed_2,spine4,30,30,0.171,26278,0.28,1.0,0.3271028037383178
BGP_testbed_3,leaf1,30,30,0.171,26279,0.47,1.0,0.5257270693512304
BGP_testbed_3,leaf2,30,30,0.171,26280,1.0,1.0,1.0
BGP_testbed_3,leaf3,30,30,0.171,26281,0.47,1.0,0.5257270693512304
BGP_testbed_3,leaf5,30,30,0.171,26282,1.0,1.0,1.0
BGP_testbed_3,leaf6,30,30,0.171,26283,1.0,1.0,1.0
BGP_testbed_3,leaf7,30,30,0.171,26284,0.57,1.0,0.62363238512035
BGP_testbed_3,leaf8,30,30,0.171,26285,0.8,1.0,0.8333333333333334
BGP_testbed_3,spine1,30,30,0.171,26286,0.5,1.0,0.5555555555555556
BGP_testbed_3,spine2,30,30,0.171,26287,0.47,1.0,0.5257270693512304
BGP_testbed_3,spine3,30,30,0.171,26288,0.53,1.0,0.5849889624724063
BGP_testbed_3,spine4,30,30,0.171,26289,0.53,1.0,0.5849889624724063
BGP_testbed_2,leaf1,30,30,0.17600000000000002,26290,0.33,1.0,0.3810623556581986
BGP_testbed_2,leaf2,30,30,0.17600000000000002,26291,0.44,1.0,0.4954954954954955
BGP_testbed_2,leaf3,30,30,0.17600000000000002,26292,0.41,1.0,0.4648526077097505
BGP_testbed_2,leaf5,30,30,0.17600000000000002,26293,0.33,1.0,0.3810623556581986
BGP_testbed_2,leaf6,30,30,0.17600000000000002,26294,0.41,1.0,0.4648526077097505
BGP_testbed_2,leaf7,30,30,0.17600000000000002,26295,0.47,1.0,0.5257270693512304
BGP_testbed_2,leaf8,30,30,0.17600000000000002,26296,0.35,1.0,0.40229885057471265
BGP_testbed_2,spine1,30,30,0.17600000000000002,26297,0.41,1.0,0.4648526077097505
BGP_testbed_2,spine2,30,30,0.17600000000000002,26298,0.5,1.0,0.5555555555555556
BGP_testbed_2,spine3,30,30,0.17600000000000002,26299,0.41,1.0,0.4648526077097505
BGP_testbed_2,spine4,30,30,0.17600000000000002,26300,0.28,1.0,0.3271028037383178
BGP_testbed_3,leaf1,30,30,0.17600000000000002,26301,0.44,1.0,0.4954954954954955
BGP_testbed_3,leaf2,30,30,0.17600000000000002,26302,1.0,1.0,1.0
BGP_testbed_3,leaf3,30,30,0.17600000000000002,26303,0.42,1.0,0.47511312217194573
BGP_testbed_3,leaf5,30,30,0.17600000000000002,26304,1.0,1.0,1.0
BGP_testbed_3,leaf6,30,30,0.17600000000000002,26305,1.0,1.0,1.0
BGP_testbed_3,leaf7,30,30,0.17600000000000002,26306,0.53,1.0,0.5849889624724063
BGP_testbed_3,leaf8,30,30,0.17600000000000002,26307,0.67,1.0,0.7173447537473233
BGP_testbed_3,spine1,30,30,0.17600000000000002,26308,0.47,1.0,0.5257270693512304
BGP_testbed_3,spine2,30,30,0.17600000000000002,26309,0.44,1.0,0.4954954954954955
BGP_testbed_3,spine3,30,30,0.17600000000000002,26310,0.47,1.0,0.5257270693512304
BGP_testbed_3,spine4,30,30,0.17600000000000002,26311,0.53,1.0,0.5849889624724063
BGP_testbed_2,leaf1,30,30,0.181,26312,0.32,1.0,0.37037037037037035
BGP_testbed_2,leaf2,30,30,0.181,26313,0.41,1.0,0.4648526077097505
BGP_testbed_2,leaf3,30,30,0.181,26314,0.37,1.0,0.4233409610983982
BGP_testbed_2,leaf5,30,30,0.181,26315,0.32,1.0,0.37037037037037035
BGP_testbed_2,leaf6,30,30,0.181,26316,0.35,1.0,0.40229885057471265
BGP_testbed_2,leaf7,30,30,0.181,26317,0.41,1.0,0.4648526077097505
BGP_testbed_2,leaf8,30,30,0.181,26318,0.32,1.0,0.37037037037037035
BGP_testbed_2,spine1,30,30,0.181,26319,0.39,1.0,0.4441913439635536
BGP_testbed_2,spine2,30,30,0.181,26320,0.47,1.0,0.5257270693512304
BGP_testbed_2,spine3,30,30,0.181,26321,0.41,1.0,0.4648526077097505
BGP_testbed_2,spine4,30,30,0.181,26322,0.28,1.0,0.3271028037383178
BGP_testbed_3,leaf1,30,30,0.181,26323,0.4,1.0,0.45454545454545453
BGP_testbed_3,leaf2,30,30,0.181,26324,1.0,1.0,1.0
BGP_testbed_3,leaf3,30,30,0.181,26325,0.4,1.0,0.45454545454545453
BGP_testbed_3,leaf5,30,30,0.181,26326,1.0,1.0,1.0
BGP_testbed_3,leaf6,30,30,0.181,26327,1.0,1.0,1.0
BGP_testbed_3,leaf7,30,30,0.181,26328,0.5,1.0,0.5555555555555556
BGP_testbed_3,leaf8,30,30,0.181,26329,0.62,1.0,0.670995670995671
BGP_testbed_3,spine1,30,30,0.181,26330,0.47,1.0,0.5257270693512304
BGP_testbed_3,spine2,30,30,0.181,26331,0.44,1.0,0.4954954954954955
BGP_testbed_3,spine3,30,30,0.181,26332,0.47,1.0,0.5257270693512304
BGP_testbed_3,spine4,30,30,0.181,26333,0.5,1.0,0.5555555555555556
BGP_testbed_2,leaf1,30,30,0.186,26334,0.29,1.0,0.337995337995338
BGP_testbed_2,leaf2,30,30,0.186,26335,0.39,1.0,0.4441913439635536
BGP_testbed_2,leaf3,30,30,0.186,26336,0.33,1.0,0.3810623556581986
BGP_testbed_2,leaf5,30,30,0.186,26337,0.29,1.0,0.337995337995338
BGP_testbed_2,leaf6,30,30,0.186,26338,0.33,1.0,0.3810623556581986
BGP_testbed_2,leaf7,30,30,0.186,26339,0.35,1.0,0.40229885057471265
BGP_testbed_2,leaf8,30,30,0.186,26340,0.32,1.0,0.37037037037037035
BGP_testbed_2,spine1,30,30,0.186,26341,0.33,1.0,0.3810623556581986
BGP_testbed_2,spine2,30,30,0.186,26342,0.41,1.0,0.4648526077097505
BGP_testbed_2,spine3,30,30,0.186,26343,0.41,1.0,0.4648526077097505
BGP_testbed_2,spine4,30,30,0.186,26344,0.28,1.0,0.3271028037383178
BGP_testbed_3,leaf1,30,30,0.186,26345,0.36,1.0,0.4128440366972476
BGP_testbed_3,leaf2,30,30,0.186,26346,1.0,1.0,1.0
BGP_testbed_3,leaf3,30,30,0.186,26347,0.36,1.0,0.4128440366972476
BGP_testbed_3,leaf5,30,30,0.186,26348,1.0,1.0,1.0
BGP_testbed_3,leaf6,30,30,0.186,26349,1.0,1.0,1.0
BGP_testbed_3,leaf7,30,30,0.186,26350,0.47,1.0,0.5257270693512304
BGP_testbed_3,leaf8,30,30,0.186,26351,0.62,1.0,0.670995670995671
BGP_testbed_3,spine1,30,30,0.186,26352,0.44,1.0,0.4954954954954955
BGP_testbed_3,spine2,30,30,0.186,26353,0.44,1.0,0.4954954954954955
BGP_testbed_3,spine3,30,30,0.186,26354,0.44,1.0,0.4954954954954955
BGP_testbed_3,spine4,30,30,0.186,26355,0.5,1.0,0.5555555555555556
BGP_testbed_2,leaf1,30,30,0.191,26356,0.26,1.0,0.3051643192488263
BGP_testbed_2,leaf2,30,30,0.191,26357,0.33,1.0,0.3810623556581986
BGP_testbed_2,leaf3,30,30,0.191,26358,0.32,1.0,0.37037037037037035
BGP_testbed_2,leaf5,30,30,0.191,26359,0.27,1.0,0.31615925058548017
BGP_testbed_2,leaf6,30,30,0.191,26360,0.3,1.0,0.3488372093023256
BGP_testbed_2,leaf7,30,30,0.191,26361,0.33,1.0,0.3810623556581986
BGP_testbed_2,leaf8,30,30,0.191,26362,0.3,1.0,0.3488372093023256
BGP_testbed_2,spine1,30,30,0.191,26363,0.29,1.0,0.337995337995338
BGP_testbed_2,spine2,30,30,0.191,26364,0.37,1.0,0.4233409610983982
BGP_testbed_2,spine3,30,30,0.191,26365,0.41,1.0,0.4648526077097505
BGP_testbed_2,spine4,30,30,0.191,26366,0.28,1.0,0.3271028037383178
BGP_testbed_3,leaf1,30,30,0.191,26367,0.33,1.0,0.3810623556581986
BGP_testbed_3,leaf2,30,30,0.191,26368,1.0,1.0,1.0
BGP_testbed_3,leaf3,30,30,0.191,26369,0.35,1.0,0.40229885057471265
BGP_testbed_3,leaf5,30,30,0.191,26370,1.0,1.0,1.0
BGP_testbed_3,leaf6,30,30,0.191,26371,0.8,1.0,0.8333333333333334
BGP_testbed_3,leaf7,30,30,0.191,26372,0.44,1.0,0.4954954954954955
BGP_testbed_3,leaf8,30,30,0.191,26373,0.53,1.0,0.5849889624724063
BGP_testbed_3,spine1,30,30,0.191,26374,0.44,1.0,0.4954954954954955
BGP_testbed_3,spine2,30,30,0.191,26375,0.44,1.0,0.4954954954954955
BGP_testbed_3,spine3,30,30,0.191,26376,0.42,1.0,0.47511312217194573
BGP_testbed_3,spine4,30,30,0.191,26377,0.5,1.0,0.5555555555555556
BGP_testbed_2,leaf1,30,30,0.196,26378,0.24,1.0,0.2830188679245283
BGP_testbed_2,leaf2,30,30,0.196,26379,0.33,1.0,0.3810623556581986
BGP_testbed_2,leaf3,30,30,0.196,26380,0.3,1.0,0.3488372093023256
BGP_testbed_2,leaf5,30,30,0.196,26381,0.26,1.0,0.3051643192488263
BGP_testbed_2,leaf6,30,30,0.196,26382,0.27,1.0,0.31615925058548017
BGP_testbed_2,leaf7,30,30,0.196,26383,0.32,1.0,0.37037037037037035
BGP_testbed_2,leaf8,30,30,0.196,26384,0.29,1.0,0.337995337995338
BGP_testbed_2,spine1,30,30,0.196,26385,0.28,1.0,0.3271028037383178
BGP_testbed_2,spine2,30,30,0.196,26386,0.33,1.0,0.3810623556581986
BGP_testbed_2,spine3,30,30,0.196,26387,0.41,1.0,0.4648526077097505
BGP_testbed_2,spine4,30,30,0.196,26388,0.28,1.0,0.3271028037383178
BGP_testbed_3,leaf1,30,30,0.196,26389,0.31,1.0,0.35962877030162416
BGP_testbed_3,leaf2,30,30,0.196,26390,0.89,1.0,0.9100204498977507
BGP_testbed_3,leaf3,30,30,0.196,26391,0.35,1.0,0.40229885057471265
BGP_testbed_3,leaf5,30,30,0.196,26392,1.0,1.0,1.0
BGP_testbed_3,leaf6,30,30,0.196,26393,0.73,1.0,0.7716701902748413
BGP_testbed_3,leaf7,30,30,0.196,26394,0.42,1.0,0.47511312217194573
BGP_testbed_3,leaf8,30,30,0.196,26395,0.47,1.0,0.5257270693512304
BGP_testbed_3,spine1,30,30,0.196,26396,0.4,1.0,0.45454545454545453
BGP_testbed_3,spine2,30,30,0.196,26397,0.44,1.0,0.4954954954954955
BGP_testbed_3,spine3,30,30,0.196,26398,0.4,1.0,0.45454545454545453
BGP_testbed_3,spine4,30,30,0.196,26399,0.47,1.0,0.5257270693512304
BGP_testbed_2,leaf1,31,30,0.001,26400,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf2,31,30,0.001,26401,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf3,31,30,0.001,26402,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf5,31,30,0.001,26403,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf6,31,30,0.001,26404,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf7,31,30,0.001,26405,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf8,31,30,0.001,26406,1.0,0.14,0.44871794871794873
BGP_testbed_2,spine1,31,30,0.001,26407,1.0,0.14,0.44871794871794873
BGP_testbed_2,spine2,31,30,0.001,26408,1.0,0.14,0.44871794871794873
BGP_testbed_2,spine3,31,30,0.001,26409,1.0,0.14,0.44871794871794873
BGP_testbed_2,spine4,31,30,0.001,26410,1.0,0.14,0.44871794871794873
BGP_testbed_3,leaf1,31,30,0.001,26411,1.0,0.12,0.4054054054054054
BGP_testbed_3,leaf2,31,30,0.001,26412,1.0,0.12,0.4054054054054054
BGP_testbed_3,leaf3,31,30,0.001,26413,1.0,0.12,0.4054054054054054
BGP_testbed_3,leaf5,31,30,0.001,26414,1.0,0.12,0.4054054054054054
BGP_testbed_3,leaf6,31,30,0.001,26415,1.0,0.12,0.4054054054054054
BGP_testbed_3,leaf7,31,30,0.001,26416,1.0,0.12,0.4054054054054054
BGP_testbed_3,leaf8,31,30,0.001,26417,1.0,0.25,0.625
BGP_testbed_3,spine1,31,30,0.001,26418,1.0,0.12,0.4054054054054054
BGP_testbed_3,spine2,31,30,0.001,26419,1.0,0.12,0.4054054054054054
BGP_testbed_3,spine3,31,30,0.001,26420,1.0,0.38,0.753968253968254
BGP_testbed_3,spine4,31,30,0.001,26421,1.0,0.12,0.4054054054054054
BGP_testbed_2,leaf1,31,30,0.006,26422,1.0,0.29,0.6712962962962963
BGP_testbed_2,leaf2,31,30,0.006,26423,1.0,0.43,0.7904411764705883
BGP_testbed_2,leaf3,31,30,0.006,26424,1.0,0.29,0.6712962962962963
BGP_testbed_2,leaf5,31,30,0.006,26425,1.0,0.43,0.7904411764705883
BGP_testbed_2,leaf6,31,30,0.006,26426,1.0,0.29,0.6712962962962963
BGP_testbed_2,leaf7,31,30,0.006,26427,1.0,0.29,0.6712962962962963
BGP_testbed_2,leaf8,31,30,0.006,26428,1.0,0.43,0.7904411764705883
BGP_testbed_2,spine1,31,30,0.006,26429,1.0,0.43,0.7904411764705883
BGP_testbed_2,spine2,31,30,0.006,26430,1.0,0.43,0.7904411764705883
BGP_testbed_2,spine3,31,30,0.006,26431,1.0,0.29,0.6712962962962963
BGP_testbed_2,spine4,31,30,0.006,26432,1.0,0.43,0.7904411764705883
BGP_testbed_3,leaf1,31,30,0.006,26433,1.0,0.12,0.4054054054054054
BGP_testbed_3,leaf2,31,30,0.006,26434,1.0,0.25,0.625
BGP_testbed_3,leaf3,31,30,0.006,26435,1.0,0.5,0.8333333333333334
BGP_testbed_3,leaf5,31,30,0.006,26436,1.0,0.38,0.753968253968254
BGP_testbed_3,leaf6,31,30,0.006,26437,1.0,0.38,0.753968253968254
BGP_testbed_3,leaf7,31,30,0.006,26438,1.0,0.25,0.625
BGP_testbed_3,leaf8,31,30,0.006,26439,1.0,0.25,0.625
BGP_testbed_3,spine1,31,30,0.006,26440,1.0,0.5,0.8333333333333334
BGP_testbed_3,spine2,31,30,0.006,26441,1.0,0.5,0.8333333333333334
BGP_testbed_3,spine3,31,30,0.006,26442,1.0,0.75,0.9375
BGP_testbed_3,spine4,31,30,0.006,26443,1.0,0.38,0.753968253968254
BGP_testbed_2,leaf1,31,30,0.011,26444,1.0,0.57,0.8689024390243902
BGP_testbed_2,leaf2,31,30,0.011,26445,1.0,0.43,0.7904411764705883
BGP_testbed_2,leaf3,31,30,0.011,26446,1.0,0.29,0.6712962962962963
BGP_testbed_2,leaf5,31,30,0.011,26447,1.0,0.43,0.7904411764705883
BGP_testbed_2,leaf6,31,30,0.011,26448,1.0,0.43,0.7904411764705883
BGP_testbed_2,leaf7,31,30,0.011,26449,1.0,0.29,0.6712962962962963
BGP_testbed_2,leaf8,31,30,0.011,26450,1.0,0.57,0.8689024390243902
BGP_testbed_2,spine1,31,30,0.011,26451,1.0,0.57,0.8689024390243902
BGP_testbed_2,spine2,31,30,0.011,26452,1.0,0.43,0.7904411764705883
BGP_testbed_2,spine3,31,30,0.011,26453,1.0,0.43,0.7904411764705883
BGP_testbed_2,spine4,31,30,0.011,26454,1.0,0.43,0.7904411764705883
BGP_testbed_3,leaf1,31,30,0.011,26455,1.0,0.38,0.753968253968254
BGP_testbed_3,leaf2,31,30,0.011,26456,1.0,0.38,0.753968253968254
BGP_testbed_3,leaf3,31,30,0.011,26457,1.0,0.5,0.8333333333333334
BGP_testbed_3,leaf5,31,30,0.011,26458,1.0,0.38,0.753968253968254
BGP_testbed_3,leaf6,31,30,0.011,26459,1.0,0.38,0.753968253968254
BGP_testbed_3,leaf7,31,30,0.011,26460,1.0,0.25,0.625
BGP_testbed_3,leaf8,31,30,0.011,26461,1.0,0.25,0.625
BGP_testbed_3,spine1,31,30,0.011,26462,1.0,0.5,0.8333333333333334
BGP_testbed_3,spine2,31,30,0.011,26463,1.0,0.5,0.8333333333333334
BGP_testbed_3,spine3,31,30,0.011,26464,1.0,0.88,0.9734513274336285
BGP_testbed_3,spine4,31,30,0.011,26465,1.0,0.62,0.8908045977011495
BGP_testbed_2,leaf1,31,30,0.016,26466,1.0,0.71,0.9244791666666666
BGP_testbed_2,leaf2,31,30,0.016,26467,1.0,0.43,0.7904411764705883
BGP_testbed_2,leaf3,31,30,0.016,26468,1.0,0.29,0.6712962962962963
BGP_testbed_2,leaf5,31,30,0.016,26469,1.0,0.43,0.7904411764705883
BGP_testbed_2,leaf6,31,30,0.016,26470,1.0,0.57,0.8689024390243902
BGP_testbed_2,leaf7,31,30,0.016,26471,1.0,0.29,0.6712962962962963
BGP_testbed_2,leaf8,31,30,0.016,26472,1.0,0.57,0.8689024390243902
BGP_testbed_2,spine1,31,30,0.016,26473,1.0,0.71,0.9244791666666666
BGP_testbed_2,spine2,31,30,0.016,26474,1.0,0.57,0.8689024390243902
BGP_testbed_2,spine3,31,30,0.016,26475,1.0,0.57,0.8689024390243902
BGP_testbed_2,spine4,31,30,0.016,26476,1.0,0.57,0.8689024390243902
BGP_testbed_3,leaf1,31,30,0.016,26477,1.0,0.38,0.753968253968254
BGP_testbed_3,leaf2,31,30,0.016,26478,1.0,0.5,0.8333333333333334
BGP_testbed_3,leaf3,31,30,0.016,26479,1.0,0.5,0.8333333333333334
BGP_testbed_3,leaf5,31,30,0.016,26480,1.0,0.38,0.753968253968254
BGP_testbed_3,leaf6,31,30,0.016,26481,1.0,0.38,0.753968253968254
BGP_testbed_3,leaf7,31,30,0.016,26482,1.0,0.25,0.625
BGP_testbed_3,leaf8,31,30,0.016,26483,1.0,0.38,0.753968253968254
BGP_testbed_3,spine1,31,30,0.016,26484,1.0,0.5,0.8333333333333334
BGP_testbed_3,spine2,31,30,0.016,26485,1.0,0.75,0.9375
BGP_testbed_3,spine3,31,30,0.016,26486,1.0,0.88,0.9734513274336285
BGP_testbed_3,spine4,31,30,0.016,26487,1.0,0.62,0.8908045977011495
BGP_testbed_2,leaf1,31,30,0.021,26488,1.0,0.71,0.9244791666666666
BGP_testbed_2,leaf2,31,30,0.021,26489,1.0,0.43,0.7904411764705883
BGP_testbed_2,leaf3,31,30,0.021,26490,1.0,0.57,0.8689024390243902
BGP_testbed_2,leaf5,31,30,0.021,26491,1.0,0.43,0.7904411764705883
BGP_testbed_2,leaf6,31,30,0.021,26492,1.0,0.57,0.8689024390243902
BGP_testbed_2,leaf7,31,30,0.021,26493,1.0,0.29,0.6712962962962963
BGP_testbed_2,leaf8,31,30,0.021,26494,1.0,0.57,0.8689024390243902
BGP_testbed_2,spine1,31,30,0.021,26495,1.0,0.71,0.9244791666666666
BGP_testbed_2,spine2,31,30,0.021,26496,1.0,0.57,0.8689024390243902
BGP_testbed_2,spine3,31,30,0.021,26497,1.0,0.71,0.9244791666666666
BGP_testbed_2,spine4,31,30,0.021,26498,1.0,0.57,0.8689024390243902
BGP_testbed_3,leaf1,31,30,0.021,26499,1.0,0.38,0.753968253968254
BGP_testbed_3,leaf2,31,30,0.021,26500,1.0,0.5,0.8333333333333334
BGP_testbed_3,leaf3,31,30,0.021,26501,1.0,0.5,0.8333333333333334
BGP_testbed_3,leaf5,31,30,0.021,26502,1.0,0.38,0.753968253968254
BGP_testbed_3,leaf6,31,30,0.021,26503,1.0,0.38,0.753968253968254
BGP_testbed_3,leaf7,31,30,0.021,26504,1.0,0.25,0.625
BGP_testbed_3,leaf8,31,30,0.021,26505,1.0,0.38,0.753968253968254
BGP_testbed_3,spine1,31,30,0.021,26506,1.0,0.62,0.8908045977011495
BGP_testbed_3,spine2,31,30,0.021,26507,1.0,0.88,0.9734513274336285
BGP_testbed_3,spine3,31,30,0.021,26508,1.0,1.0,1.0
BGP_testbed_3,spine4,31,30,0.021,26509,1.0,0.62,0.8908045977011495
BGP_testbed_2,leaf1,31,30,0.026000000000000002,26510,1.0,0.71,0.9244791666666666
BGP_testbed_2,leaf2,31,30,0.026000000000000002,26511,1.0,0.71,0.9244791666666666
BGP_testbed_2,leaf3,31,30,0.026000000000000002,26512,1.0,0.57,0.8689024390243902
BGP_testbed_2,leaf5,31,30,0.026000000000000002,26513,1.0,0.57,0.8689024390243902
BGP_testbed_2,leaf6,31,30,0.026000000000000002,26514,1.0,0.57,0.8689024390243902
BGP_testbed_2,leaf7,31,30,0.026000000000000002,26515,1.0,0.43,0.7904411764705883
BGP_testbed_2,leaf8,31,30,0.026000000000000002,26516,1.0,0.71,0.9244791666666666
BGP_testbed_2,spine1,31,30,0.026000000000000002,26517,1.0,0.86,0.9684684684684686
